institute_name,course_name,tutor,subject,course_type,learning_format,total_hours,price,price_per_hour,url,course_scope
SmartMathPro,พิชิตเซต,พี่ปั้น SmartMathPro,อื่นๆ,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,13.0,750.0,57.69,https://online.smartmathpro.com/product/f001/,Chapter (คอร์สเนื้อหาแยกบท)
SmartMathPro,พิชิตคณิตพื้นฐาน ม.5,พี่ปั้น SmartMathPro,คณิตศาสตร์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,20.0,790.0,39.5,https://online.smartmathpro.com/product/f016/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
SmartMathPro,พิชิตจำนวนเชิงซ้อน,พี่ปั้น SmartMathPro,อื่นๆ,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,15.0,990.0,66.0,https://online.smartmathpro.com/product/f010/,Chapter (คอร์สเนื้อหาแยกบท)
SmartMathPro,"PACK TPAT3 (V.เต็ม) + TGAT (V.เต็ม + ตะลุยโจทย์ TGAT2,3)","พี่ปั้น SmartMathPro, อ.ขลุ่ย, พี่หนู, พี่ฟาร์ม PhysicsFarm",ความถนัด (TGAT/TPAT/สอบเฉพาะทาง),คอร์สแพ็กเกจ,วิดีโอออนไลน์,216.0,6790.0,31.44,https://online.smartmathpro.com/product/r024/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
SmartMathPro,พิชิตจำนวนจริง,พี่ปั้น SmartMathPro,อื่นๆ,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,33.0,1590.0,48.18,https://online.smartmathpro.com/product/f003/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
SmartMathPro,พิชิต TPAT1 (พาร์ตจริยธรรมแพทย์),พี่หมออู๋,ความถนัด (TGAT/TPAT/สอบเฉพาะทาง),ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,17.0,1050.0,61.76,https://online.smartmathpro.com/product/c005/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
SmartMathPro,พิชิต TGAT1 (V.เต็ม),พี่หนู,ความถนัด (TGAT/TPAT/สอบเฉพาะทาง),ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,40.0,2290.0,57.25,https://online.smartmathpro.com/product/l029/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
SmartMathPro,PACK TPAT3 (V.เต็ม) + TGAT (V.เต็ม),"พี่ปั้น SmartMathPro, อ.ขลุ่ย, พี่หนู, พี่ฟาร์ม PhysicsFarm",ความถนัด (TGAT/TPAT/สอบเฉพาะทาง),คอร์สแพ็กเกจ,วิดีโอออนไลน์,171.0,6090.0,35.61,https://online.smartmathpro.com/product/r023/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
SmartMathPro,PACK คณิต ม.6 เทอม 1+2 + ปรับพื้นคณิตพิชิตม.ปลาย,พี่ปั้น SmartMathPro,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอออนไลน์,123.0,5050.0,41.06,https://online.smartmathpro.com/product/e030/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
SmartMathPro,PACK คณิต ม.5 เทอม 1 + พิชิตคณิตพื้นฐาน ม.5 + ปรับพื้นคณิตพิชิตม.ปลาย,พี่ปั้น SmartMathPro,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอออนไลน์,117.0,4550.0,38.89,https://online.smartmathpro.com/product/e039/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
SmartMathPro,PACK TGAT (V.เต็ม),"พี่ปั้น SmartMathPro, อ.ขลุ่ย, พี่หนู",ความถนัด (TGAT/TPAT/สอบเฉพาะทาง),คอร์สแพ็กเกจ,วิดีโอออนไลน์,95.0,3850.0,40.53,https://online.smartmathpro.com/product/l030/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
SmartMathPro,พิชิต A-Level ภาษาไทย (V.เต็ม),อ.ขลุ่ย,ภาษาไทย,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,42.0,1590.0,37.86,https://online.smartmathpro.com/product/p019/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
SmartMathPro,"PACK A-Level คณิต 1,2 (V.เต็ม + ตะลุยโจทย์)",พี่ปั้น SmartMathPro,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอออนไลน์,469.0,12190.0,25.99,https://online.smartmathpro.com/product/m118/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
SmartMathPro,PACK คณิต ม.5 เทอม 2 + คณิต ม.6 เทอม 1+2,พี่ปั้น SmartMathPro,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอออนไลน์,136.0,5950.0,43.75,https://online.smartmathpro.com/product/e012/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
SmartMathPro,PACK TPAT1 (ครบ 3 พาร์ต) + TGAT (V.เต็ม),"พี่ปั้น SmartMathPro, อ.ขลุ่ย, พี่หนู, พี่หมออู๋",ความถนัด (TGAT/TPAT/สอบเฉพาะทาง),คอร์สแพ็กเกจ,วิดีโอออนไลน์,169.0,6690.0,39.59,https://online.smartmathpro.com/product/c030/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,English TCAS Success (For Dek 70),ชนิดา กิตติธนศรี (พี่แนนนิ),ภาษาอังกฤษ,ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,60.0,8500.0,141.67,https://shoponline.ondemand.in.th/20024573-1.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,"PACK ติวเข้ม สุดฮิตพิชิตแพทย์ 6 วิชา ฟิสิกส์, คณิต, ชีวะ, เคมี,ภาษาอังกฤษ, TPAT1",พี่แท็ป พี่เต้ย พี่เกรท พี่เฟรนด์ พี่เคน พี่วิเวียน พี่แนน พี่แมน พี่ป๊อป,แพ็กเกจเตรียมสอบแพทย์ (กสพท/TPAT1),คอร์สแพ็กเกจ,วิดีโอออนไลน์,891.0,43600.0,48.93,https://shoponline.ondemand.in.th/20026346cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,UpSkill ฟิสิกส์ A-Level,พี่เต้ย พี่เกรท ออนดีมานด์,ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,36.0,4000.0,111.11,https://shoponline.ondemand.in.th/20013679cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack Biology TCAS DEK'70,นพ.วีรวัช เอนกจำนงค์พร (พี่วิเวียน),ชีววิทยา,ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,194.0,9500.0,48.97,https://shoponline.ondemand.in.th/20024547cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Davance: คอร์ส TURBO สรุป ไทย+สังคม,อาจารย์ปิง,ภาษาไทย-สังคมศึกษา,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,74.0,5200.0,70.27,https://shoponline.ondemand.in.th/20021803.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,"PACK All TGAT 3 Part (TGAT 1, TGAT2, TGAT3)",พี่แท็ป พี่แมน พี่โดนัท พี่แนนนิ,ความถนัด (TGAT/TPAT/สอบเฉพาะทาง),คอร์สแพ็กเกจ,วิดีโอออนไลน์,63.0,3500.0,55.56,https://shoponline.ondemand.in.th/20017390cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,"Pack UpSkill TCAS 4 วิชา (ฟิสิกส์, เคมี, ชีวะ, คณิต)",พี่แท็ป พี่เต้ย พี่เกรท พี่เคน พี่วิเวียน,แพ็กเกจวิทย์-คณิต (รวมวิชา),ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,195.0,11900.0,61.03,https://shoponline.ondemand.in.th/20012645cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack เคมี TCAS + Upskill เคมี A-Level (Dek 70),เคน อรรถเวชกุล (พี่เคน),เคมี,ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,249.0,11900.0,47.79,https://shoponline.ondemand.in.th/20015230cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack V-Series Physics TCAS DEK'70,พี่เต้ย | พี่เกรท | พี่เฟรนด์ ออนดีมานด์,ฟิสิกส์,ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,160.0,9500.0,59.38,https://shoponline.ondemand.in.th/%E0%B8%A1-%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B8%A2%E0%B9%81%E0%B8%82%E0%B9%88%E0%B8%87%E0%B8%82%E0%B8%B1%E0%B8%99-%E0%B8%9F%E0%B8%B4%E0%B8%AA%E0%B8%B4%E0%B8%81%E0%B8%AA%E0%B9%8C-pack-v-series-physics-tcas.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,"PACK ติวเข้ม + Upskill ตะลุยโจทย์คณิตศาสตร์เข้าเตรียมอุดม (8114, 8116)",พี่แท็ป พี่ป่าน,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอออนไลน์,99.0,9300.0,93.94,https://shoponline.ondemand.in.th/20018313cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,"PACK TCAS 5 วิชา (คณิต, ฟิสิกส์, เคมี, ชีวะ, ภาษาอังกฤษ)",พี่แท็ป พี่เต้ย พี่เกรท พี่เฟรนด์ พี่เคน พี่วิเวียน พี่แนนนิ,แพ็กเกจวิทย์-คณิต (รวมวิชา),ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,796.0,37200.0,46.73,https://shoponline.ondemand.in.th/20026008cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack กลุ่มพื้นฐานชีววิทยา,นพ.วีรวัช เอนกจำนงค์พร (พี่วิเวียน),อื่นๆ,คอร์สแพ็กเกจ,วิดีโอออนไลน์,47.0,4500.0,95.74,https://shoponline.ondemand.in.th/20013638cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,PACK MATH ADMISSIONS TCAS (8303-8307) (For Dek70),พี่แท็ป,คณิตศาสตร์,ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,193.0,9500.0,49.22,https://shoponline.ondemand.in.th/20024503cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Upskill A-Level English,พี่แนนนิ,ภาษาอังกฤษ,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,24.0,4900.0,204.17,https://shoponline.ondemand.in.th/20018305cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Upskill เคมี A-Level (Dek 69),พี่เคน อรรถเวชกุล,เคมี,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,60.0,4000.0,66.67,https://shoponline.ondemand.in.th/20020705cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack สุดฮิต UpSkill 3 วิชา (ฟิสิกส์ เลข ชีวะ),พี่เต้ย พี่เกรท พี่เฟรนด์ พี่แท็ป พี่วิเวียน,วิทยาศาสตร์รวม (ฟิสิกส์/เคมี/ชีวะ),คอร์สแพ็กเกจ,วิดีโอออนไลน์,135.0,10300.0,76.3,https://shoponline.ondemand.in.th/20024452cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,"Pack ติวเข้ม สุดฮิตพิชิตสายวิทย์สุขภาพ 6 วิชา ฟิสิกส์, คณิต, ชีวะ, เคมี, TPAT1, TGAT",พี่แท็ป พี่เต้ย พี่เกรท พี่เฟรนด์ พี่เคน พี่วิเวียน พี่แนน พี่แมน พี่โดนัท พี่ป๊อป,แพ็กเกจเตรียมสอบแพทย์ (กสพท/TPAT1),คอร์สแพ็กเกจ,วิดีโอออนไลน์,894.0,39600.0,44.3,https://shoponline.ondemand.in.th/20026349cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack TCAS + UpSkill คณิต A-level Dek 70,พี่แท็ป,คณิตศาสตร์,ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,247.0,11900.0,48.18,https://shoponline.ondemand.in.th/20024533cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack ติวเข้มความถนัดแพทย์ Dek'70,พี่วิเวียน พี่แท็ป พี่แมน และพี่ป็อป,ความถนัด (TGAT/TPAT/สอบเฉพาะทาง),คอร์สแพ็กเกจ,วิดีโอออนไลน์,47.0,4500.0,95.74,https://shoponline.ondemand.in.th/20025993cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack Biology TCAS + UpSkill ชีววิทยา A-Level (Dek 70),นพ.วีรวัช เอนกจำนงค์พร (พี่วิเวียน),ชีววิทยา,ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,240.0,11900.0,49.58,https://shoponline.ondemand.in.th/20024564cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack ติวเข้ม ตะลุยโจทย์ภาษาอังกฤษสอบเข้า ม.4 รร.เตรียมอุดม และ โรงเรียนแข่งขันสูง,ชนิดา กิตติธนศรี (พี่แนน),ภาษาอังกฤษ,คอร์สแพ็กเกจ,วิดีโอออนไลน์,84.0,9900.0,117.86,https://shoponline.ondemand.in.th/20018291cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,UpSkill ชีววิทยา A-Level,นพ.วีรวัช เอนกจำนงค์พร (พี่วิเวียน),อื่นๆ,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,45.0,4000.0,88.89,https://shoponline.ondemand.in.th/20012646cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,"PACK ติวเข้ม สุดฮิตพิชิตแพทย์ 5 วิชา ฟิสิกส์, ชีวะ, เคมี, คณิต, TPAT1",พี่แท็ป พี่เต้ย พี่เกรท พี่เฟรนด์ พี่เคน พี่วิเวียน พี่แมน พี่ป๊อป,แพ็กเกจเตรียมสอบแพทย์ (กสพท/TPAT1),คอร์สแพ็กเกจ,วิดีโอออนไลน์,816.0,36800.0,45.1,https://shoponline.ondemand.in.th/20026011cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack เคมี TCAS (เล่ม 1-5) (Dek70),เคน อรรถเวชกุล (พี่เคน),เคมี,ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,189.0,9500.0,50.26,https://shoponline.ondemand.in.th/20014946cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack จับคู่ UpSkill 2 วิชา (เลข ฟิสิกส์),พี่แท็ป พี่เต้ย พี่เกรท,ฟิสิกส์,คอร์สแพ็กเกจ,วิดีโอออนไลน์,90.0,6900.0,76.67,https://shoponline.ondemand.in.th/20024149cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Upskill คณิตศาสตร์ประยุกต์ 1 A-Level (พื้นฐาน+เพิ่มเติม),พี่แท็ป,คณิตศาสตร์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,54.0,4000.0,74.07,https://shoponline.ondemand.in.th/20013665cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack กลุ่มอะตอม ตารางธาตุ และพันธะเคมี,พี่เคน,เคมี,คอร์สแพ็กเกจ,วิดีโอออนไลน์,84.5,4300.0,50.89,https://shoponline.ondemand.in.th/20014059cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,"PACK คณิตศาสตร์ ม.4 เทอม 1 รร.เตรียมอุดมฯ (8201,8",พี่แท็ป พี่โดนัท,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอออนไลน์,117.0,4500.0,38.46,https://shoponline.ondemand.in.th/20015551cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack Essential ปูพื้นฐานภาษาอังกฤษ ม.ปลาย (Course,ชนิดา กิตติธนศรี (พี่แนน) และ กุลภรณ์ มหามิตรานนท์ (พี่เอมี่),ภาษาอังกฤษ,คอร์สแพ็กเกจ,วิดีโอออนไลน์,90.0,8800.0,97.78,https://shoponline.ondemand.in.th/20018471cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack จับคู่ UpSkill 2 วิชา (ชีวะ เคมี),พี่วิเวียน พี่เคน,วิทยาศาสตร์รวม (ฟิสิกส์/เคมี/ชีวะ),คอร์สแพ็กเกจ,วิดีโอออนไลน์,90.0,6900.0,76.67,https://shoponline.ondemand.in.th/20024152cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,"Pack English TCAS + Upskill (P3009, P2033) Dek 70",ชนิดา กิตติธนศรี (พี่แนนนิ),ภาษาอังกฤษ,ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,84.0,11000.0,130.95,https://shoponline.ondemand.in.th/20024576cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack Simulation ความถนัดแพทย์ พาร์ทเชื่อมโยง และ พาร์ทเชาวน์ไทย,พี่วิเวียน พี่แท็ป พี่แมน,ความถนัด (TGAT/TPAT/สอบเฉพาะทาง),คอร์สแพ็กเกจ,วิดีโอออนไลน์,25.5,2900.0,113.73,https://shoponline.ondemand.in.th/20022622cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack V-Series Physics TCAS + Upskill ฟิสิกส์ A-Level (Dek70),พี่เต้ย พี่เกรท พี่เฟรนด์ ออนดีมานด์,วิทยาศาสตร์รวม (ฟิสิกส์/เคมี/ชีวะ),ติวสอบ A-Level/TCAS,วิดีโอออนไลน์,196.0,11900.0,60.71,https://shoponline.ondemand.in.th/20015264cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Upskill ความถนัดแพทย์ พาร์ทเชาว์ปัญญา จับใจความ เชื่อมโยง และจริยธรรมแพทย์,พี่วิเวียน พี่แท็ป พี่แมน และพี่ป็อป,ความถนัด (TGAT/TPAT/สอบเฉพาะทาง),ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,33.0,4500.0,136.36,https://shoponline.ondemand.in.th/20015256cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
OnDemand,Pack ติวเข้มความถนัดแพทย์ และ Upskill ความถนัดแพทย์ Dek'70,พี่วิเวียน พี่แท็ป พี่แมน และพี่ป็อป,ความถนัด (TGAT/TPAT/สอบเฉพาะทาง),คอร์สแพ็กเกจ,วิดีโอออนไลน์,120.0,8000.0,66.67,https://shoponline.ondemand.in.th/20025994cv.html,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,"สถิติฉบับสมบูรณ์, ตัวแปรสุ่ม และการแจกแจงความน่าจะเป็น",อ.วิเศษ กี่สุขพันธ์ (พี่เอ๋),คณิตศาสตร์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,35.0,3200.0,91.43,https://store.webythebrain.com/course/mon94h26/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,พืช A-Level,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก),ชีววิทยา,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,31.5,2700.0,85.71,https://store.webythebrain.com/course/lon94e14/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,"คณิตศาสตร์ ม.6 กลุ่ม C (สถิติฉบับสมบูรณ์, ตัวแปรสุ่ม และการแจกแจงความน่าจะเป็น+ลำดับและอนุกรม+แคลคูลัส)","อ.ชวลิต กุลกีรติการ (พี่กอล์ฟ), อ.วิเศษ กี่สุขพันธ์ (พี่เอ๋)",คณิตศาสตร์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,89.5,6000.0,67.04,https://store.webythebrain.com/course/mon94h64/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,ฉันทลักษณ์ของร้อยกรองไทย,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู),ภาษาไทย,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,8.5,700.0,82.35,https://store.webythebrain.com/course/ton94p12/,Chapter (คอร์สเนื้อหาแยกบท)
WE By The Brain,ฟังก์ชันตรีโกณมิติ,"อ.มนตรี นิรมิตศิริพงศ์ (พี่ช้าง), อ.สิทธิเดช เลนุกูล (พี่ภูมิ)",คณิตศาสตร์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,44.0,3100.0,70.45,https://store.webythebrain.com/course/mon94h21/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,TGAT2 การคิดอย่างมีเหตุผล,"อ.ชวลิต กุลกีรติการ (พี่กอล์ฟ), อ.วิเศษ กี่สุขพันธ์ (พี่เอ๋), อ.สิทธิเดช เลนุกูล (พี่ภูมิ), อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู)",ความถนัด (TGAT/TPAT/สอบเฉพาะทาง),ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,23.0,2800.0,121.74,https://store.webythebrain.com/course/gon94u12/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,ความหลากหลายทางชีวภาพ,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก),ชีววิทยา,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,19.0,1800.0,94.74,https://store.webythebrain.com/course/lon94h36/,Chapter (คอร์สเนื้อหาแยกบท)
WE By The Brain,ชีววิทยา ม.6 เทอม 2 รวมทุกบท (กลุ่มความหลากหลายทางชีวภาพและระบบนิเวศ),ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก),ชีววิทยา,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,36.0,3000.0,83.33,https://store.webythebrain.com/course/lon94h62/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,ระบบนิเวศ,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก),ชีววิทยา,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,11.0,1100.0,100.0,https://store.webythebrain.com/course/lon94h37/,Chapter (คอร์สเนื้อหาแยกบท)
WE By The Brain,ฟังก์ชันเอกซ์โพเนนเชียลและลอการิทึม,อ.ชวลิต กุลกีรติการ (พี่กอล์ฟ),คณิตศาสตร์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,19.0,1800.0,94.74,https://store.webythebrain.com/course/mon94h18/,Chapter (คอร์สเนื้อหาแยกบท)
WE By The Brain,การสืบพันธุ์ของพืชดอก,ผศ. ดร. เอกพันธ์ ไกรจักร์ (พี่เบียร์),ชีววิทยา,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,8.0,800.0,100.0,https://store.webythebrain.com/course/lon94p22/,Chapter (คอร์สเนื้อหาแยกบท)
WE By The Brain,WAVES A-Level,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล),ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,36.5,3100.0,84.93,https://store.webythebrain.com/course/pon94e13/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,พื้นฐานทางชีววิทยา A-Level,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก),ชีววิทยา,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,32.0,2700.0,84.38,https://store.webythebrain.com/course/lon94e11/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,การถ่ายทอดทางพันธุกรรม,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก),ชีววิทยา,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,14.5,1400.0,96.55,https://store.webythebrain.com/course/lon94h17/,Chapter (คอร์สเนื้อหาแยกบท)
WE By The Brain,การรักษาดุลยภาพในร่างกายสัตว์ A-Level,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก),ชีววิทยา,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,32.0,2700.0,84.38,https://store.webythebrain.com/course/lon94e12/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,HEAT & MATTER A-Level,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล),ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,22.0,2000.0,90.91,https://store.webythebrain.com/course/pon94e15/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,การสังเคราะห์ด้วยแสง,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก),ชีววิทยา,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,12.0,1100.0,91.67,https://store.webythebrain.com/course/lon94p25/,Chapter (คอร์สเนื้อหาแยกบท)
WE By The Brain,GRAMMAR POWER-UP,ดร.สมิตา หมวดทอง (พี่นุ้ย),ภาษาอังกฤษ,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,41.0,3900.0,95.12,https://store.webythebrain.com/course/eon94p61/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,คำ ความหมาย ชนิดและหน้าที่ของคำ,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู),ภาษาไทย,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,10.5,900.0,85.71,https://store.webythebrain.com/course/ton94p17/,Chapter (คอร์สเนื้อหาแยกบท)
WE By The Brain,โครงสร้างพืช และการเจริญเติบโตของพืช,ผศ. ดร. เอกพันธ์ ไกรจักร์ (พี่เบียร์),ชีววิทยา,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,7.0,700.0,100.0,https://store.webythebrain.com/course/lon94p23/,Chapter (คอร์สเนื้อหาแยกบท)
WE By The Brain,FAST TRACK คณิต ม.4 เทอม 1,"อ.ชวลิต กุลกีรติการ (พี่กอล์ฟ), อ.วิเศษ กี่สุขพันธ์ (พี่เอ๋), อ.สิทธิเดช เลนุกูล (พี่ภูมิ)",คณิตศาสตร์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,40.0,2900.0,72.5,https://store.webythebrain.com/course/mon94ft41/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,ชีววิทยา ม.6 เทอม 1 รวมทุกบท (กลุ่มการประสานงานของสัตว์),ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก),ชีววิทยา,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,67.5,4200.0,62.22,https://store.webythebrain.com/course/lon94h61/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,ฟิสิกส์ ม.4 เทอม 1 รวมทุกบท,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล),ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,51.5,3500.0,67.96,https://store.webythebrain.com/course/pon94p41/,Full Course (คอร์สเตรียมสอบ/รวมเทอม)
WE By The Brain,ทักษะภาษา,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู),ภาษาไทย,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,18.0,1800.0,100.0,https://store.webythebrain.com/course/ton94e12/,Chapter (คอร์สเนื้อหาแยกบท)
WE By The Brain,วิทยาศาสตร์ชีวภาพ,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก),อื่นๆ,ติวเนื้อหา/เสริมเกรด,วิดีโอออนไลน์,12.0,1100.0,91.67,https://store.webythebrain.com/course/son94u81/,Chapter (คอร์สเนื้อหาแยกบท)
