institute_name,course_name,tutor,subject,course_type,learning_format,total_hours,price,price_per_hour,url
Panya Society,Pack ฟิสิกส์ + เคมี + คณิตศาสตร์ TCAS ติดอาวุธลับ UpScore,,คณิตศาสตร์,ติวสอบ A-Level/TCAS,วิดีโอ (ออนไลน์),125.0,5490.0,43.92,https://panyasociety.com/course/preview/113
Panya Society,Pack เพิ่มเกรด ม.4 เทอม 1 - ฟิสิกส์ เคมี คณิตศาสตร์,,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),106.0,4490.0,42.36,https://panyasociety.com/course/preview/86
Panya Society,เคมี ม. 4 เทอม 2 วิเคราะห์เก่ง แก้โจทย์เป็น เห็นเป็นภาพ โดยอาจารย์นัท,,เคมี,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),10.0,1990.0,199.0,https://panyasociety.com/course/preview/105
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ และ คณิตศาสตร์ A-Level + TPAT3 โดยวิศวกรตัวจริง,,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),342.0,7990.0,23.36,https://panyasociety.com/course/preview/128
Panya Society,คณิตศาสตร์เสริม ม.5 เทอม 1 คิดคล่อง ไม่ท่องจำ ทำโจทย์ได้ โดย อ.นอต,,คณิตศาสตร์,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),18.0,1990.0,110.56,https://panyasociety.com/course/preview/149
Panya Society,Pack เพิ่มเกรด ม.4 - เคมี,,เคมี,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),30.0,3490.0,116.33,https://panyasociety.com/course/preview/170
Panya Society,Pack ภาษาไทย และ สังคม A-Level,,อื่นๆ,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),84.0,3990.0,47.5,https://panyasociety.com/course/preview/117
Panya Society,คณิตศาสตร์เสริม ม.4 เทอม 1 คิดคล่อง ไม่ท่องจำ ทำโจทย์ได้ โดย อ.นอต,,คณิตศาสตร์,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),18.0,1990.0,110.56,https://panyasociety.com/course/preview/145
Panya Society,ปรับพื้นฐาน คณิตศาสตร์ ม.ปลาย,,คณิตศาสตร์,ปูพื้นฐาน,วิดีโอ (ออนไลน์),22.0,190.0,8.64,https://panyasociety.com/course/preview/176
Panya Society,TCAS BOOSTER สายศิลป์,,อื่นๆ,ติวสอบ A-Level/TCAS,วิดีโอ (ออนไลน์),18.0,990.0,55.0,https://panyasociety.com/course/preview/75
Panya Society,เคมี ม. 6 วิเคราะห์เก่ง แก้โจทย์เป็น เห็นเป็นภาพ โดยอาจารย์นัท,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท),เคมี,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),9.0,1990.0,221.11,https://panyasociety.com/course/preview/73
Panya Society,Pack เพิ่มเกรด ม.5 - คณิตศาสตร์,,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),43.0,3490.0,81.16,https://panyasociety.com/course/preview/174
Panya Society,Pack เพิ่มเกรด ม.6 เทอม 1 - ฟิสิกส์ เคมี คณิตศาสตร์,,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),121.0,4490.0,37.11,https://panyasociety.com/course/preview/88
Panya Society,คณิตศาสตร์เสริม ม.6 เทอม 1 คิดคล่อง ไม่ท่องจำ ทำโจทย์ได้ โดย อ.นอต,,คณิตศาสตร์,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),50.0,1990.0,39.8,https://panyasociety.com/course/preview/72
Panya Society,TCAS BOOSTER สายวิทย์,,อื่นๆ,ติวสอบ A-Level/TCAS,วิดีโอ (ออนไลน์),10.0,990.0,99.0,https://panyasociety.com/course/preview/74
Panya Society,Pack เคมี + คณิตศาสตร์ TCAS ติดอาวุธลับ UpScore,,คณิตศาสตร์,ติวสอบ A-Level/TCAS,วิดีโอ (ออนไลน์),78.0,3990.0,51.15,https://panyasociety.com/course/preview/118
Panya Society,สังคม A-Level สาระ เศรษฐศาสตร์,,อื่นๆ,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),14.0,490.0,35.0,https://panyasociety.com/course/preview/162
Panya Society,Pack ติวสอบวิศวะ TPAT3 + TGAT โดยวิศวกรตัวจริง,,ความถนัด/TGAT/TPAT,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),111.0,3990.0,35.95,https://panyasociety.com/course/preview/161
Panya Society,TGAT วิชาวัดความถนัดทั่วไป (Thai General Aptitude Test),,ความถนัด/TGAT/TPAT,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),77.0,2490.0,32.34,https://panyasociety.com/course/preview/151
Panya Society,Pack เพิ่มเกรด ม.5 - เคมี,,เคมี,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),27.0,3490.0,129.26,https://panyasociety.com/course/preview/173
Panya Society,ฟิสิกส์ ม.5 เทอม 1 (หลักสูตรใหม่) เรียนสนุก ทำโจทย์คล่อง คะแนนเยี่ยม โดยอาจารย์แชร์,สุปิติ บูรณวัฒนาโชค (อ. แชร์),ฟิสิกส์,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),55.0,1990.0,36.18,https://panyasociety.com/course/preview/14
Panya Society,Pack ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,,ภาษาอังกฤษ,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),153.0,5490.0,35.88,https://panyasociety.com/course/preview/152
Panya Society,Pack สอบติด TCAS ฟิสิกส์ + คณิตศาสตร์ A-Level,,คณิตศาสตร์,ติวสอบ A-Level/TCAS,วิดีโอ (ออนไลน์),308.0,6990.0,22.69,https://panyasociety.com/course/preview/121
Panya Society,FAST คณิตศาสตร์ A-Level,,คณิตศาสตร์,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),13.0,1990.0,153.08,https://panyasociety.com/course/preview/140
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ 2 ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,,คณิตศาสตร์,คอร์สแพ็กเกจ,วิดีโอ (ออนไลน์),199.0,7490.0,37.64,https://panyasociety.com/course/preview/136
Panya Society,ข้อสอบจำลอง TPAT3 ความถนัดด้านวิทยาศาสตร์ เทคโนโลยี และวิศวกรรมศาสตร์,,ความถนัด/TGAT/TPAT,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),0.0,190.0,0.0,https://panyasociety.com/course/preview/175
Panya Society,Pack สอบติด TCAS ฟิสิกส์ + เคมี + คณิตศาสตร์ A-Level,,คณิตศาสตร์,ติวสอบ A-Level/TCAS,วิดีโอ (ออนไลน์),396.0,9990.0,25.23,https://panyasociety.com/course/preview/126
Panya Society,เคมี ม. 5 เทอม 1 วิเคราะห์เก่ง แก้โจทย์เป็น เห็นเป็นภาพ โดยอาจารย์นัท,,เคมี,ติวเนื้อหา/เสริมเกรด,วิดีโอ (ออนไลน์),15.0,1990.0,132.67,https://panyasociety.com/course/preview/106
